ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000169230	protein_coding	PRELID1	54.08	388	283
ENSG00000169241	protein_coding	SLC50A1	55.69	207	166
ENSG00000169249	protein_coding	ZRSR2	41.5	472	294
ENSG00000169313	protein_coding	P2RY12	35.77	681	77
ENSG00000169490	protein_coding	TM2D2	42.34	657	413
ENSG00000169504	protein_coding	CLIC4	41.66	176	108
ENSG00000169554	protein_coding	ZEB2	38.58	765	422
ENSG00000169562	protein_coding	GJB1	51.2	249	95
ENSG00000169564	protein_coding	PCBP1	54.89	248	209
ENSG00000169567	protein_coding	HINT1	43.5	2233	638
ENSG00000169592	protein_coding	INO80E	57	225	179
ENSG00000169599	protein_coding	NFU1	41.47	331	247
ENSG00000169641	protein_coding	LUZP1	43.28	266	207
ENSG00000169710	protein_coding	FASN	66.65	220	179
ENSG00000169714	protein_coding	CNBP	42.41	1292	583
ENSG00000169733	protein_coding	RFNG	67.12	342	260
ENSG00000169740	protein_coding	ZNF32	46.5	305	237
ENSG00000169750	protein_coding	RAC3	68.5	318	230
ENSG00000169764	protein_coding	UGP2	38.65	210	172
ENSG00000169851	protein_coding	PCDH7	35.57	232	70
ENSG00000169862	protein_coding	CTNND2	39.45	416	265
ENSG00000169891	protein_coding	REPS2	40.94	390	249
ENSG00000169902	protein_coding	TPST1	42.21	208	177
ENSG00000169919	protein_coding	GUSB	51.96	222	175
ENSG00000169925	protein_coding	BRD3	57.61	270	210
ENSG00000169926	protein_coding	KLF13	49.38	276	200
ENSG00000169933	protein_coding	FRMPD4	38.96	242	191
ENSG00000169972	protein_coding	PUSL1	66.6	170	152
ENSG00000169976	protein_coding	SF3B5	56.52	604	384
ENSG00000169992	protein_coding	NLGN2	59.54	395	273
ENSG00000170004	protein_coding	CHD3	53.17	1947	611
ENSG00000170017	protein_coding	ALCAM	35.29	260	146
ENSG00000170027	protein_coding	YWHAG	44.52	1799	602
ENSG00000170035	protein_coding	UBE2E3	35.61	341	244
ENSG00000170043	protein_coding	TRAPPC1	57.62	448	320
ENSG00000170088	protein_coding	TMEM192	41.86	366	266
ENSG00000170091	protein_coding	NSG2	45.72	2087	609
ENSG00000170142	protein_coding	UBE2E1	41.42	553	360
ENSG00000170236	protein_coding	USP50	40.94	212	170
ENSG00000170291	protein_coding	ELP5	51.3	421	286
ENSG00000170296	protein_coding	GABARAP	49.92	1782	638
ENSG00000170382	protein_coding	LRRN2	50.12	181	137
ENSG00000170396	protein_coding	ZNF804A	34.02	40	6
ENSG00000170419	protein_coding	VSTM2A	39.92	536	238
ENSG00000170445	protein_coding	HARS	44.98	332	258
ENSG00000170456	protein_coding	DENND5B	40.95	270	199
ENSG00000170464	protein_coding	DNAJC18	44.33	219	179
ENSG00000170471	protein_coding	RALGAPB	39.37	280	223
ENSG00000170500	protein_coding	LONRF2	41.48	211	178
ENSG00000170502	protein_coding	NUDT9	38.94	247	203
ENSG00000170515	protein_coding	PA2G4	46.13	176	158
ENSG00000170522	protein_coding	ELOVL6	39.87	306	204
ENSG00000170540	protein_coding	ARL6IP1	40.64	1236	573
ENSG00000170579	protein_coding	DLGAP1	39.67	1227	525
ENSG00000170584	protein_coding	NUDCD2	37.57	186	161
ENSG00000170606	protein_coding	HSPA4	41.3	397	288
ENSG00000170633	protein_coding	RNF34	43.68	276	210
ENSG00000170634	protein_coding	ACYP2	40.31	371	262
ENSG00000170638	protein_coding	TRABD	62.8	63	43
ENSG00000170745	protein_coding	KCNS3	39.79	166	129
ENSG00000170759	protein_coding	KIF5B	37.57	696	435
ENSG00000170775	protein_coding	GPR37	38.36	190	95
ENSG00000170791	protein_coding	CHCHD7	41.56	245	188
ENSG00000170832	protein_coding	USP32	40.15	245	209
ENSG00000170860	protein_coding	LSM3	41.16	369	280
ENSG00000170871	protein_coding	KIAA0232	42.27	198	168
ENSG00000170889	protein_coding	RPS9	51.78	3371	733
ENSG00000170892	protein_coding	TSEN34	55.95	370	283
ENSG00000170906	protein_coding	NDUFA3	54.99	2320	673
ENSG00000170921	protein_coding	TANC2	37.68	293	228
ENSG00000171016	protein_coding	PYGO1	39.31	173	133
ENSG00000171033	protein_coding	PKIA	34.68	158	127
ENSG00000171119	protein_coding	NRTN	61.95	363	229
ENSG00000171130	protein_coding	ATP6V0E2	50.62	1958	650
ENSG00000171132	protein_coding	PRKCE	44.43	799	421
ENSG00000171135	protein_coding	JAGN1	47.48	241	199
ENSG00000171150	protein_coding	SOCS5	37.79	269	211
ENSG00000171159	protein_coding	C9orf16	56.78	955	466
ENSG00000171160	protein_coding	MORN4	46.51	218	175
ENSG00000171202	protein_coding	TMEM126A	37.69	276	212
ENSG00000171206	protein_coding	TRIM8	58.57	201	163
ENSG00000171208	protein_coding	NETO2	38.67	151	116
ENSG00000171222	protein_coding	SCAND1	47.71	595	377
ENSG00000171223	protein_coding	JUNB	64.86	320	194
ENSG00000171298	protein_coding	GAA	58.33	824	422
ENSG00000171302	protein_coding	CANT1	57.12	62	44
ENSG00000171303	protein_coding	KCNK3	53.76	135	107
ENSG00000171368	protein_coding	TPPP	61.67	801	434
ENSG00000171385	protein_coding	KCND3	47.28	349	210
ENSG00000171421	protein_coding	MRPL36	55.77	432	319
ENSG00000171450	protein_coding	CDK5R2	66.31	273	208
ENSG00000171475	protein_coding	WIPF2	45.56	198	158
ENSG00000171497	protein_coding	PPID	38.96	260	174
ENSG00000171509	protein_coding	RXFP1	37.72	84	36
ENSG00000171530	protein_coding	TBCA	39.32	921	472
ENSG00000171552	protein_coding	BCL2L1	48.2	273	220
ENSG00000171603	protein_coding	CLSTN1	47.37	1743	607
ENSG00000171604	protein_coding	CXXC5	58.2	205	153
ENSG00000171612	protein_coding	SLC25A33	45.52	221	183
ENSG00000171617	protein_coding	ENC1	45.65	304	233
ENSG00000171634	protein_coding	BPTF	40.87	337	259
ENSG00000171659	protein_coding	GPR34	38.35	224	73
ENSG00000171680	protein_coding	PLEKHG5	58.85	98	33
ENSG00000171720	protein_coding	HDAC3	45.22	295	249
ENSG00000171735	protein_coding	CAMTA1	48	748	417
ENSG00000171766	protein_coding	GATM	40.25	650	184
ENSG00000171793	protein_coding	CTPS1	45.01	149	124
ENSG00000171798	protein_coding	KNDC1	59.37	188	133
ENSG00000171858	protein_coding	RPS21	59.45	2609	684
ENSG00000171862	protein_coding	PTEN	35.61	259	199
ENSG00000171863	protein_coding	RPS7	44.62	3738	778
ENSG00000171867	protein_coding	PRNP	41.8	1134	562
ENSG00000171877	protein_coding	FRMD5	41.23	177	148
ENSG00000171914	protein_coding	TLN2	43.6	130	84
ENSG00000171951	protein_coding	SCG2	35.85	776	371
ENSG00000172005	protein_coding	MAL	52.06	3172	129
ENSG00000172020	protein_coding	GAP43	38.61	1655	535
ENSG00000172031	protein_coding	EPHX4	38.34	264	131
ENSG00000172057	protein_coding	ORMDL3	57.09	174	145
ENSG00000172059	protein_coding	KLF11	50.79	31	6
ENSG00000172115	protein_coding	CYCS	43.01	1677	566
ENSG00000172137	protein_coding	CALB2	49.04	61	21
ENSG00000172172	protein_coding	MRPL13	35.86	323	245
ENSG00000172247	protein_coding	C1QTNF4	59.16	516	336
ENSG00000172260	protein_coding	NEGR1	34.94	354	214
ENSG00000172264	protein_coding	MACROD2	37.94	235	181
ENSG00000172270	protein_coding	BSG	62.58	2886	766
ENSG00000172292	protein_coding	CERS6	39.32	153	123
ENSG00000172301	protein_coding	COPRS	48.89	579	351
ENSG00000172331	protein_coding	BPGM	39.66	394	269
ENSG00000172336	protein_coding	POP7	59.08	235	198
ENSG00000172346	protein_coding	CSDC2	55.8	314	237
ENSG00000172348	protein_coding	RCAN2	39.65	1033	483
ENSG00000172354	protein_coding	GNB2	65.96	924	500
ENSG00000172375	protein_coding	C2CD2L	52.4	212	181
ENSG00000172379	protein_coding	ARNT2	45.48	470	276
ENSG00000172380	protein_coding	GNG12	41.55	270	136
ENSG00000172432	protein_coding	GTPBP2	46.71	208	171
ENSG00000172461	protein_coding	FUT9	35.22	205	125
ENSG00000172465	protein_coding	TCEAL1	50.67	297	224
ENSG00000172469	protein_coding	MANEA	33.81	12	9
ENSG00000172531	protein_coding	PPP1CA	61.16	1008	542
ENSG00000172586	protein_coding	CHCHD1	45.52	717	431
ENSG00000172590	protein_coding	MRPL52	47.12	821	437
ENSG00000172667	protein_coding	ZMAT3	39.67	237	184
ENSG00000172725	protein_coding	CORO1B	64.53	108	78
ENSG00000172757	protein_coding	CFL1	50.18	2846	739
ENSG00000172765	protein_coding	TMCC1	39.38	377	278
ENSG00000172803	protein_coding	SNX32	49.41	230	186
ENSG00000172809	protein_coding	RPL38	48.98	3718	717
ENSG00000172889	protein_coding	EGFL7	67.31	240	190
ENSG00000172915	protein_coding	NBEA	35.01	220	172
ENSG00000172922	protein_coding	RNASEH2C	55.64	231	188
ENSG00000172977	protein_coding	KAT5	55.16	218	164
ENSG00000173085	protein_coding	COQ2	39.35	463	328
ENSG00000173113	protein_coding	TRMT112	56.49	438	291
ENSG00000173141	protein_coding	MRPL57	49.86	522	341
ENSG00000173163	protein_coding	COMMD1	41.05	179	144
ENSG00000173166	protein_coding	RAPH1	39.14	175	127
ENSG00000173221	protein_coding	GLRX	41.08	186	137
ENSG00000173230	protein_coding	GOLGB1	38.07	749	420
ENSG00000173320	protein_coding	STOX2	42.71	216	174
ENSG00000173369	protein_coding	C1QB	51.05	632	79
ENSG00000173372	protein_coding	C1QA	56.54	1106	81
ENSG00000173376	protein_coding	NDNF	38.85	556	197
ENSG00000173402	protein_coding	DAG1	47.51	131	100
ENSG00000173406	protein_coding	DAB1	40.83	261	174
ENSG00000173418	protein_coding	NAA20	40.77	518	344
ENSG00000173457	protein_coding	PPP1R14B	65.52	208	162
ENSG00000173482	protein_coding	PTPRM	40.1	388	281
ENSG00000173486	protein_coding	FKBP2	63.63	1699	639
ENSG00000173511	protein_coding	VEGFB	61.25	384	272
ENSG00000173598	protein_coding	NUDT4	41.97	471	270
ENSG00000173611	protein_coding	SCAI	40.94	235	185
ENSG00000173674	protein_coding	EIF1AX	38.56	262	193
ENSG00000173692	protein_coding	PSMD1	37.87	400	278
ENSG00000173726	protein_coding	TOMM20	41.52	492	348
ENSG00000173786	protein_coding	CNP	54.55	3337	172
ENSG00000173805	protein_coding	HAP1	54.47	154	104
ENSG00000173852	protein_coding	DPY19L1	37.49	290	144
ENSG00000173898	protein_coding	SPTBN2	55.04	145	120
ENSG00000173905	protein_coding	GOLIM4	38.32	67	34
ENSG00000173914	protein_coding	RBM4B	43.82	326	252
ENSG00000173915	protein_coding	ATP5MD	43.34	2439	611
ENSG00000173960	protein_coding	UBXN2A	42.94	369	272
ENSG00000174007	protein_coding	CEP19	42.12	360	236
ENSG00000174109	protein_coding	C16orf91	56.82	365	281
ENSG00000174132	protein_coding	FAM174A	35.57	1302	581
ENSG00000174197	protein_coding	MGA	40.41	191	152
ENSG00000174238	protein_coding	PITPNA	49.87	659	395
ENSG00000174282	protein_coding	ZBTB4	54.92	358	259
ENSG00000174307	protein_coding	PHLDA3	57.4	372	170
ENSG00000174373	protein_coding	RALGAPA1	36.27	193	154
ENSG00000174437	protein_coding	ATP2A2	43.42	1074	507
ENSG00000174444	protein_coding	RPL4	42.06	2979	750
ENSG00000174446	protein_coding	SNAPC5	44.44	421	299
ENSG00000174460	protein_coding	ZCCHC12	51.76	333	204
ENSG00000174521	protein_coding	TTC9B	63.92	723	395
ENSG00000174547	protein_coding	MRPL11	48.04	373	271
ENSG00000174574	protein_coding	AKIRIN1	43.8	227	179
ENSG00000174606	protein_coding	ANGEL2	38.71	268	225
ENSG00000174607	protein_coding	UGT8	36.06	633	116
ENSG00000174684	protein_coding	B4GAT1	56.78	245	180
ENSG00000174695	protein_coding	TMEM167A	35.95	400	279
ENSG00000174748	protein_coding	RPL15	45.72	986	464
ENSG00000174775	protein_coding	HRAS	69.01	621	329
ENSG00000174871	protein_coding	CNIH2	61.44	1764	571
ENSG00000174891	protein_coding	RSRC1	35.48	274	206
ENSG00000174903	protein_coding	RAB1B	55.52	155	126
ENSG00000174938	protein_coding	SEZ6L2	52.94	698	430
ENSG00000174943	protein_coding	KCTD13	48.3	570	350
ENSG00000174996	protein_coding	KLC2	60.47	453	320
ENSG00000175040	protein_coding	CHST2	57.61	112	86
ENSG00000175130	protein_coding	MARCKSL1	63.72	1367	557
ENSG00000175161	protein_coding	CADM2	34	414	260
ENSG00000175166	protein_coding	PSMD2	48.39	391	287
ENSG00000175175	protein_coding	PPM1E	39.61	228	191
ENSG00000175182	protein_coding	FAM131A	55.67	297	221
ENSG00000175193	protein_coding	PARL	41.83	213	176
ENSG00000175197	protein_coding	DDIT3	51.55	365	272
ENSG00000175203	protein_coding	DCTN2	48.08	390	292
ENSG00000175216	protein_coding	CKAP5	40.42	152	129
ENSG00000175264	protein_coding	CHST1	56.44	252	194
ENSG00000175324	protein_coding	LSM1	42.98	493	344
ENSG00000175334	protein_coding	BANF1	57.86	313	222
ENSG00000175348	protein_coding	TMEM9B	42.66	666	437
ENSG00000175352	protein_coding	NRIP3	42.95	1080	435
ENSG00000175376	protein_coding	EIF1AD	48.54	278	211
ENSG00000175390	protein_coding	EIF3F	41.38	866	485
ENSG00000175416	protein_coding	CLTB	53.09	1243	518
ENSG00000175470	protein_coding	PPP2R2D	47.94	158	111
ENSG00000175497	protein_coding	DPP10	36.62	241	172
ENSG00000175550	protein_coding	DRAP1	65.33	620	382
ENSG00000175573	protein_coding	C11orf68	61.47	159	134
ENSG00000175581	protein_coding	MRPL48	43.34	469	311
ENSG00000175582	protein_coding	RAB6A	41.4	2218	667
ENSG00000175602	protein_coding	CCDC85B	71.65	485	315
ENSG00000175606	protein_coding	TMEM70	43.8	209	170
ENSG00000175662	protein_coding	TOM1L2	48.26	388	267
ENSG00000175745	protein_coding	NR2F1	50.23	435	296
ENSG00000175756	protein_coding	AURKAIP1	66.87	868	451
ENSG00000175854	protein_coding	SWI5	51.45	1987	637
ENSG00000175874	protein_coding	CREG2	44.91	129	100
ENSG00000175893	protein_coding	ZDHHC21	35.18	181	151
ENSG00000175931	protein_coding	UBE2O	49.84	200	150
ENSG00000176049	protein_coding	JAKMIP2	38.28	117	99
ENSG00000176055	protein_coding	MBLAC2	36.87	218	162
ENSG00000176058	protein_coding	TPRN	62.56	137	88
ENSG00000176095	protein_coding	IP6K1	44.81	342	258
ENSG00000176101	protein_coding	SSNA1	65.81	658	425
ENSG00000176102	protein_coding	CSTF3	37.22	274	204
ENSG00000176108	protein_coding	CHMP6	58.37	210	184
ENSG00000176171	protein_coding	BNIP3	49.42	284	213
ENSG00000176182	protein_coding	MYPOP	54.09	217	183
ENSG00000176209	protein_coding	SMIM19	44.11	232	184
ENSG00000176248	protein_coding	ANAPC2	61.65	159	111
ENSG00000176340	protein_coding	COX8A	56.81	7793	815
ENSG00000176386	protein_coding	CDC26	43.06	269	214
ENSG00000176402	protein_coding	GJC3	42.56	220	95
ENSG00000176410	protein_coding	DNAJC30	54.26	400	290
ENSG00000176428	protein_coding	VPS37D	64.08	32	28
ENSG00000176463	protein_coding	SLCO3A1	45.12	191	153
ENSG00000176490	protein_coding	DIRAS1	60.98	565	341
ENSG00000176533	protein_coding	GNG7	52.24	226	163
ENSG00000176720	protein_coding	BOK	58.28	164	135
ENSG00000176749	protein_coding	CDK5R1	56.09	984	493
ENSG00000176788	protein_coding	BASP1	43.15	1075	409
ENSG00000176871	protein_coding	WSB2	46.42	292	224
ENSG00000176884	protein_coding	GRIN1	62	589	357
ENSG00000176915	protein_coding	ANKLE2	50.97	22	20
ENSG00000176956	protein_coding	LY6H	69.94	4000	673
ENSG00000177042	protein_coding	TMEM80	55.94	210	172
ENSG00000177156	protein_coding	TALDO1	51.9	523	216
ENSG00000177301	protein_coding	KCNA2	47.29	576	329
ENSG00000177311	protein_coding	ZBTB38	42.29	186	164
ENSG00000177370	protein_coding	TIMM22	48.66	329	257
ENSG00000177380	protein_coding	PPFIA3	55.14	156	137
ENSG00000177432	protein_coding	NAP1L5	42.88	4522	662
ENSG00000177511	protein_coding	ST8SIA3	41.31	156	125
ENSG00000177542	protein_coding	SLC25A22	65.53	271	208
ENSG00000177556	protein_coding	ATOX1	46.3	998	506
ENSG00000177576	protein_coding	C18orf32	43.19	1835	660
ENSG00000177600	protein_coding	RPLP2	56.1	2646	707
ENSG00000177606	protein_coding	JUN	56.13	232	151
ENSG00000177614	protein_coding	PGBD5	48.33	336	253
ENSG00000177700	protein_coding	POLR2L	61.02	278	210
ENSG00000177706	protein_coding	FAM20C	60	99	80
ENSG00000177733	protein_coding	HNRNPA0	41.02	179	145
ENSG00000177807	protein_coding	KCNJ10	44.37	152	75
ENSG00000177868	protein_coding	SVBP	41.93	275	230
ENSG00000177879	protein_coding	AP3S1	36.59	197	159
ENSG00000177885	protein_coding	GRB2	44.22	433	323
ENSG00000177889	protein_coding	UBE2N	39.8	599	352
ENSG00000177951	protein_coding	BET1L	48.36	247	205
ENSG00000177971	protein_coding	IMP3	52.2	162	142
ENSG00000178057	protein_coding	NDUFAF3	64.14	489	329
ENSG00000178096	protein_coding	BOLA1	45.46	348	251
ENSG00000178104	protein_coding	PDE4DIP	41	141	114
ENSG00000178127	protein_coding	NDUFV2	37.35	1195	522
ENSG00000178149	protein_coding	DALRD3	60.06	224	196
ENSG00000178233	protein_coding	TMEM151B	54.71	190	159
ENSG00000178252	protein_coding	WDR6	56.28	344	256
ENSG00000178307	protein_coding	TMEM11	51.96	231	195
ENSG00000178397	protein_coding	FAM220A	48.26	392	300
ENSG00000178449	protein_coding	COX14	49.31	2103	684
ENSG00000178467	protein_coding	P4HTM	54.54	272	211
ENSG00000178498	protein_coding	DTX3	55.6	752	433
ENSG00000178531	protein_coding	CTXN1	74.83	1109	468
ENSG00000178567	protein_coding	EPM2AIP1	38.4	322	222
ENSG00000178568	protein_coding	ERBB4	34.69	249	166
ENSG00000178573	protein_coding	MAF	44.86	590	342
ENSG00000178585	protein_coding	CTNNBIP1	51.39	703	393
ENSG00000178662	protein_coding	CSRNP3	36.48	218	182
ENSG00000178695	protein_coding	KCTD12	43.65	144	99
ENSG00000178718	protein_coding	RPP25	62.84	566	292
ENSG00000178719	protein_coding	GRINA	66.67	1338	570
ENSG00000178741	protein_coding	COX5A	44.77	1933	589
ENSG00000178773	protein_coding	CPNE7	60.33	323	228
ENSG00000178896	protein_coding	EXOSC4	58.67	263	214
ENSG00000178951	protein_coding	ZBTB7A	61.71	620	357
ENSG00000178982	protein_coding	EIF3K	50.37	1109	541
ENSG00000179010	protein_coding	MRFAP1	53.11	2077	668
ENSG00000179085	protein_coding	DPM3	60.71	528	357
ENSG00000179091	protein_coding	CYC1	63.29	1135	537
ENSG00000179104	protein_coding	TMTC2	37.42	58	33
ENSG00000179163	protein_coding	FUCA1	45.7	238	186
ENSG00000179178	protein_coding	TMEM125	58.26	130	77
ENSG00000179195	protein_coding	ZNF664	44.11	218	184
ENSG00000179218	protein_coding	CALR	53.01	1306	567
ENSG00000179222	protein_coding	MAGED1	39	1164	533
ENSG00000179262	protein_coding	RAD23A	54.44	209	184
ENSG00000179271	protein_coding	GADD45GIP1	54.98	426	280
ENSG00000179292	protein_coding	TMEM151A	64.72	841	428
ENSG00000179295	protein_coding	PTPN11	43.16	280	213
ENSG00000179314	protein_coding	WSCD1	50.83	207	139
ENSG00000179364	protein_coding	PACS2	57.4	356	198
ENSG00000179632	protein_coding	MAF1	63.31	271	229
ENSG00000179841	protein_coding	AKAP5	37.55	214	162
ENSG00000179915	protein_coding	NRXN1	35.81	1046	463
ENSG00000179918	protein_coding	SEPHS2	51.2	232	193
ENSG00000179933	protein_coding	C14orf119	44.77	257	219
ENSG00000179958	protein_coding	DCTPP1	53.2	207	168
ENSG00000179965	protein_coding	ZNF771	51.75	278	225
ENSG00000179988	protein_coding	PSTK	40.38	212	172
ENSG00000180096	protein_coding	SEPTIN1	52.75	75	66
ENSG00000180104	protein_coding	EXOC3	51.23	282	205
ENSG00000180155	protein_coding	LYNX1	64.18	502	248
ENSG00000180287	protein_coding	PLD5	40.38	192	146
ENSG00000180304	protein_coding	OAZ2	47.83	1045	458
ENSG00000180346	protein_coding	TIGD2	43.15	195	150
ENSG00000180398	protein_coding	MCFD2	45.38	279	203
ENSG00000180440	protein_coding	SERTM1	39.42	217	112
ENSG00000180530	protein_coding	NRIP1	36.59	125	86
ENSG00000180776	protein_coding	ZDHHC20	39.65	262	191
ENSG00000180817	protein_coding	PPA1	39.8	399	271
ENSG00000180822	protein_coding	PSMG4	49.83	178	142
ENSG00000180879	protein_coding	SSR4	61.52	543	368
ENSG00000180957	protein_coding	PITPNB	39.71	268	216
ENSG00000180964	protein_coding	TCEAL8	46.36	563	335
ENSG00000180992	protein_coding	MRPL14	46.14	640	401
ENSG00000181029	protein_coding	TRAPPC5	58.08	119	94
ENSG00000181038	protein_coding	METTL23	47.85	175	154
ENSG00000181061	protein_coding	HIGD1A	42.66	1370	584
ENSG00000181163	protein_coding	NPM1	43.6	1050	470
ENSG00000181191	protein_coding	PJA1	51.45	423	300
ENSG00000181218	protein_coding	HIST3H2A	57.65	521	347
ENSG00000181234	protein_coding	TMEM132C	45.04	56	37
ENSG00000181315	protein_coding	ZNF322	37.34	257	180
ENSG00000181409	protein_coding	AATK	61.51	489	311
ENSG00000181418	protein_coding	DDN	61.96	175	132
ENSG00000181444	protein_coding	ZNF467	59.66	212	170
ENSG00000181513	protein_coding	ACBD4	54.45	132	113
ENSG00000181555	protein_coding	SETD2	40.23	173	134
ENSG00000181610	protein_coding	MRPS23	44.44	242	178
ENSG00000181722	protein_coding	ZBTB20	36.07	355	236
ENSG00000181789	protein_coding	COPG1	48.18	715	408
ENSG00000181790	protein_coding	ADGRB1	62.67	427	272
ENSG00000181852	protein_coding	RNF41	47.86	294	225
ENSG00000181894	protein_coding	ZNF329	46.4	165	104
ENSG00000181904	protein_coding	C5orf24	41.92	666	407
ENSG00000181915	protein_coding	ADO	48.48	171	131
ENSG00000181991	protein_coding	MRPS11	45.95	308	237
ENSG00000182013	protein_coding	PNMA8A	52.55	172	142
ENSG00000182050	protein_coding	MGAT4C	34.58	102	62
ENSG00000182087	protein_coding	TMEM259	65.7	148	117
ENSG00000182093	protein_coding	GET1	44.4	285	222
ENSG00000182108	protein_coding	DEXI	51.36	392	272
ENSG00000182117	protein_coding	NOP10	49.56	1633	572
ENSG00000182132	protein_coding	KCNIP1	46.29	220	169
ENSG00000182149	protein_coding	IST1	45.18	104	84
ENSG00000182154	protein_coding	MRPL41	68.39	916	469
ENSG00000182168	protein_coding	UNC5C	37.41	228	176
ENSG00000182180	protein_coding	MRPS16	47.47	515	339
ENSG00000182196	protein_coding	ARL6IP4	65.56	472	316
ENSG00000182220	protein_coding	ATP6AP2	41.77	606	364
ENSG00000182247	protein_coding	UBE2E2	37.68	447	329
ENSG00000182287	protein_coding	AP1S2	36.69	251	187
ENSG00000182389	protein_coding	CACNB4	41.49	690	427
ENSG00000182400	protein_coding	TRAPPC6B	40.78	938	455
ENSG00000182512	protein_coding	GLRX5	45.13	1024	509
ENSG00000182568	protein_coding	SATB1	36.42	634	158
ENSG00000182578	protein_coding	CSF1R	48.1	245	70
ENSG00000182621	protein_coding	PLCB1	38.19	448	302
ENSG00000182636	protein_coding	NDN	52.15	1252	491
ENSG00000182667	protein_coding	NTM	43.25	1026	324
ENSG00000182670	protein_coding	TTC3	38.7	4036	717
ENSG00000182698	protein_coding	RESP18	50.46	4417	639
ENSG00000182732	protein_coding	RGS6	41.91	179	144
ENSG00000182768	protein_coding	NGRN	45.25	285	198
ENSG00000182774	protein_coding	RPS17	49.43	2210	692
ENSG00000182899	protein_coding	RPL35A	44.87	1690	455
ENSG00000182985	protein_coding	CADM1	38.54	600	323
ENSG00000183011	protein_coding	NAA38	44.28	670	397
ENSG00000183020	protein_coding	AP2A2	53.1	574	333
ENSG00000183036	protein_coding	PCP4	43.57	318	151
ENSG00000183044	protein_coding	ABAT	47.34	614	360
ENSG00000183060	protein_coding	LYSMD4	47.75	459	312
ENSG00000183087	protein_coding	GAS6	57.6	222	184
ENSG00000183155	protein_coding	RABIF	45.5	199	154
ENSG00000183160	protein_coding	TMEM119	56.19	322	74
ENSG00000183166	protein_coding	CALN1	43.35	955	398
ENSG00000183258	protein_coding	DDX41	59.13	83	73
ENSG00000183283	protein_coding	DAZAP2	46.75	248	205
ENSG00000183317	protein_coding	EPHA10	50.36	152	113
ENSG00000183431	protein_coding	SF3A3	44.37	35	31
ENSG00000183454	protein_coding	GRIN2A	42.05	1096	508
ENSG00000183475	protein_coding	ASB7	40.07	52	46
ENSG00000183495	protein_coding	EP400	47.47	71	64
ENSG00000183576	protein_coding	SETD3	42.67	447	319
ENSG00000183597	protein_coding	TANGO2	54.68	397	284
ENSG00000183617	protein_coding	MRPL54	56.41	436	303
ENSG00000183715	protein_coding	OPCML	41.75	992	386
ENSG00000183726	protein_coding	TMEM50A	41.71	625	395
ENSG00000183741	protein_coding	CBX6	58.27	1034	503
ENSG00000183773	protein_coding	AIFM3	59.24	49	14
ENSG00000183978	protein_coding	COA3	54.78	2041	645
ENSG00000184007	protein_coding	PTP4A2	41.84	338	236
ENSG00000184014	protein_coding	DENND5A	43	395	288
ENSG00000184076	protein_coding	UQCR10	47.62	4017	733
ENSG00000184110	protein_coding	EIF3C	48.48	362	270
ENSG00000184117	protein_coding	NIPSNAP1	50.22	218	174
ENSG00000184144	protein_coding	CNTN2	54.18	312	203
ENSG00000184156	protein_coding	KCNQ3	43.58	210	152
ENSG00000184162	protein_coding	NR2C2AP	56.79	309	237
ENSG00000184182	protein_coding	UBE2F	44.85	209	148
ENSG00000184203	protein_coding	PPP1R2	39	624	374
ENSG00000184205	protein_coding	TSPYL2	52.46	301	226
ENSG00000184207	protein_coding	PGP	61.33	762	424
ENSG00000184221	protein_coding	OLIG1	64.8	566	121
ENSG00000184226	protein_coding	PCDH9	34.66	665	310
ENSG00000184277	protein_coding	TM2D3	40.91	533	331
ENSG00000184281	protein_coding	TSSC4	62.64	222	178
ENSG00000184349	protein_coding	EFNA5	38.28	128	89
ENSG00000184368	protein_coding	MAP7D2	44.43	399	252
ENSG00000184408	protein_coding	KCND2	35.19	216	166
ENSG00000184436	protein_coding	THAP7	62.2	163	145
ENSG00000184508	protein_coding	HDDC3	55.9	261	219
ENSG00000184524	protein_coding	CEND1	66.32	1509	550
ENSG00000184588	protein_coding	PDE4B	37.45	174	122
ENSG00000184602	protein_coding	SNN	59.34	247	213
ENSG00000184672	protein_coding	RALYL	35.32	254	182
ENSG00000184752	protein_coding	NDUFA12	43.14	1784	601
ENSG00000184831	protein_coding	APOO	43.27	188	151
ENSG00000184840	protein_coding	TMED9	52.72	833	488
ENSG00000184900	protein_coding	SUMO3	54.29	847	455
ENSG00000184924	protein_coding	PTRHD1	45.88	227	164
ENSG00000184986	protein_coding	TMEM121	71.52	271	214
ENSG00000184990	protein_coding	SIVA1	52.25	171	126
ENSG00000184992	protein_coding	BRI3BP	48.37	381	260
ENSG00000185008	protein_coding	ROBO2	35.65	271	203
ENSG00000185046	protein_coding	ANKS1B	37.84	946	478
ENSG00000185052	protein_coding	SLC24A3	43.88	417	297
ENSG00000185088	protein_coding	RPS27L	39.85	297	224
ENSG00000185129	protein_coding	PURA	41.49	1358	573
ENSG00000185236	protein_coding	RAB11B	59.05	747	446
ENSG00000185298	protein_coding	CCDC137	57.05	22	20
ENSG00000185324	protein_coding	CDK10	55.37	212	166
ENSG00000185414	protein_coding	MRPL30	40.16	770	422
ENSG00000185515	protein_coding	BRCC3	37.76	145	115
ENSG00000185551	protein_coding	NR2F2	48.74	168	115
